0.05,0.1,cqmon,0.3724609154288473,0.28657457764092653,0.8648297030092779,0.4574885483847555,nemon,0.3456662203164441,0.2781915401695872,0.9931466220663933,0.44668891722289655
0.15,0.1,cqmon,0.3721262335325053,0.3125824358735979,0.5403546953930637,0.3717274933062597,nemon,0.4198889354900392,0.4154626719054299,0.9856243631181044,0.5517072996044168
0.25,0.1,cqmon,0.42762537599038597,0.2927849807909957,0.4914372934576243,0.3866821011051175,nemon,0.4821212415825746,0.28861440743817207,0.8661861869224428,0.4700440346441537
0.35,0.1,cqmon,0.4998044488637679,0.21281769941647466,0.511297229067067,0.36408652929078894,nemon,0.7096913941112986,0.2778805038964332,0.7888213554873739,0.4679119430005436
0.45,0.1,cqmon,0.47967238937198475,0.2807040347774464,0.5069543543310231,0.42833387005361545,nemon,0.4720646961666765,0.31719200267809833,0.696158707377597,0.4281547493549895
0.55,0.1,cqmon,0.42257761576512287,0.36915254802373215,0.6532620556861979,0.4548113323132646,nemon,0.2685247850238992,0.26699906047216165,0.884700146246603,0.4437102142707542
0.65,0.1,cqmon,0.36567280325313933,0.29932312006954404,0.47254407231325124,0.3850024614917639,nemon,0.31434001709292797,0.27433878075728735,0.7104435967220457,0.3540959465226639
0.75,0.1,cqmon,0.3530218541203956,0.32780935762988656,0.5207613300277733,0.39629642461986025,nemon,0.38830170945009423,0.3361429119238931,0.8177702766401795,0.43215070328572075
0.85,0.1,cqmon,0.36418742364776907,0.21091464599615406,0.5188647989746737,0.3480745265207928,nemon,0.28069828557946686,0.28069828557946686,0.9278200652594606,0.5060611704396094
0.95,0.1,cqmon,0.5384120475350417,0.24269065170512913,0.5933721205234787,0.37297069053036525,nemon,0.551068641030053,0.31817179756455466,0.9437300998645152,0.5137107697825543
0.05,0.2,cqmon,0.3239704229092535,0.28447421789947697,0.4706235934463572,0.33913373222730764,nemon,0.3589921893530206,0.24211910189004407,0.7716778927201412,0.41804567475467747
