o,1,170575.0,1543577384.4439092
o,2,113618.0,1543577384.451635
o,3,170427.0,1543577384.4591918
p,1,170575.0,1543577384.6039276
p,2,113618.0,1543577384.6039522
p,3,170427.0,1543577384.603964
o,1,180325.5,1543577384.9423568
o,3,180325.5,1543577384.9466069
o,2,120217.0,1543577384.9502766
p,1,180325.5,1543577385.1085052
p,2,120217.0,1543577385.108529
p,3,180325.5,1543577385.1085382
o,1,171624.0,1543577385.4439692
o,2,114416.0,1543577385.4481308
o,3,171624.0,1543577385.4535456
o,1,137007.0,1543577385.9169762
o,2,91338.0,1543577385.9219036
o,3,137007.0,1543577385.925223
c,2,91338.0,1543577386.042114
p,1,137007.0,1543577386.090323
p,2,91338.0,1543577386.0903592
p,3,137007.0,1543577386.0903716
c,3,137007.0,1543577386.1213033
o,2,98290.0,1543577386.4176843
o,3,147435.0,1543577386.4226103
o,1,147435.0,1543577386.427041
c,1,147435.0,1543577386.5158124
o,1,137340.0,1543577386.9135365
o,2,91560.0,1543577386.9167852
o,3,137340.0,1543577386.9199169
p,1,137340.0,1543577387.1147447
p,2,91560.0,1543577387.114764
p,3,137340.0,1543577387.1147726
o,2,98223.0,1543577387.4232032
o,3,147334.5,1543577387.4300694
o,1,147334.5,1543577387.4375024
o,1,168208.5,1543577387.9174116
o,2,112139.0,1543577387.9213617
o,3,168208.5,1543577387.924166
p,1,168208.5,1543577388.11781
p,2,112139.0,1543577388.1178324
p,3,168208.5,1543577388.1178453
o,3,166591.5,1543577388.4232063
o,1,166591.5,1543577388.4281917
o,2,111061.0,1543577388.435935
c,2,111061.0,1543577388.5552437
c,3,166591.5,1543577388.6264029
o,1,168592.5,1543577388.9223423
o,3,168592.5,1543577388.927499
o,2,112395.0,1543577388.9319477
c,1,168592.5,1543577389.0213013
p,1,168592.5,1543577389.1245823
p,2,112395.0,1543577389.1246097
p,3,168592.5,1543577389.124622
o,2,234155.0,1543577390.0463207
o,3,351232.5,1543577390.0502448
o,1,351232.5,1543577390.0541008
p,1,351232.5,1543577390.07655
p,2,234155.0,1543577390.0765731
p,3,351232.5,1543577390.0765834
o,1,121899.0,1543577390.5496316
o,3,121899.0,1543577390.559175
o,2,81266.0,1543577390.5720582
p,1,121899.0,1543577390.5807931
p,2,81266.0,1543577390.5809023
p,3,121899.0,1543577390.5809126
o,1,222921.0,1543577391.048334
o,2,148614.0,1543577391.0521166
o,3,222921.0,1543577391.055113
c,2,148614.0,1543577391.0604138
c,3,222921.0,1543577391.131813
c,1,222921.0,1543577391.5283208
o,1,213997.5,1543577391.5513065
o,3,213997.5,1543577391.5602684
o,2,142665.0,1543577391.568651
p,1,213997.5,1543577391.588043
p,2,142665.0,1543577391.588075
p,3,213997.5,1543577391.5880888
o,1,180471.0,1543577392.0515687
o,3,180471.0,1543577392.0548723
o,2,120314.0,1543577392.0580149
o,1,133743.0,1543577392.555517
o,3,133743.0,1543577392.5639198
o,2,89162.0,1543577392.5702896
p,1,133743.0,1543577392.595238
p,2,89162.0,1543577392.5953114
p,3,133743.0,1543577392.595326
o,1,154692.0,1543577393.0550177
o,3,154692.0,1543577393.0581918
o,2,103128.0,1543577393.061861
o,1,161829.0,1543577393.555765
o,3,161829.0,1543577393.5593216
c,2,103128.0,1543577393.5658715
o,2,107886.0,1543577393.56868
p,1,161829.0,1543577393.6466699
p,2,107886.0,1543577393.6466978
p,3,161829.0,1543577393.6467109
c,3,161829.0,1543577393.650808
c,1,161829.0,1543577394.0370567
o,1,132916.5,1543577394.057853
o,3,133708.5,1543577394.0610278
o,2,89139.0,1543577394.0645888
o,1,164121.0,1543577394.557049
o,3,163329.0,1543577394.5626128
o,2,108886.0,1543577394.5648692
p,1,164121.0,1543577394.680794
p,2,108886.0,1543577394.6808214
p,3,163329.0,1543577394.6808288
o,2,132461.0,1543577395.0621357
o,1,198691.5,1543577395.068822
o,3,198691.5,1543577395.0819604
p,1,198691.5,1543577395.1851282
p,2,132461.0,1543577395.1851563
p,3,198691.5,1543577395.1851683
o,1,159880.5,1543577395.5600667
o,3,159880.5,1543577395.565931
o,2,106587.0,1543577395.5707688
o,3,123504.0,1543577396.064096
o,2,82336.0,1543577396.0687785
o,1,119799.0,1543577396.0730538
c,2,82336.0,1543577396.0772345
c,3,123504.0,1543577396.1570292
p,1,119799.0,1543577396.1899195
p,2,82336.0,1543577396.18994
p,3,123504.0,1543577396.1899483
c,1,119799.0,1543577396.543321
o,2,109409.0,1543577396.5638394
o,1,167818.5,1543577396.5671606
o,3,164113.5,1543577396.5706747
o,1,145924.5,1543577397.0640821
o,2,97283.0,1543577397.06723
o,3,145924.5,1543577397.0705438
p,1,145924.5,1543577397.1925113
p,2,97283.0,1543577397.192545
p,3,145924.5,1543577397.1925535
o,1,221142.0,1543577397.566466
o,3,221142.0,1543577397.5709462
o,2,147428.0,1543577397.574255
o,1,177516.5,1543577398.0664384
o,3,177964.5,1543577398.0729136
o,2,118643.0,1543577398.0757267
p,1,177516.5,1543577398.2019176
p,2,118643.0,1543577398.2019491
p,3,177964.5,1543577398.2019615
o,1,175605.0,1543577398.567065
o,2,116748.0,1543577398.5709896
o,3,175122.0,1543577398.5777729
c,2,116748.0,1543577398.5822122
c,3,175122.0,1543577398.663459
c,1,175605.0,1543577399.0547495
o,1,190288.5,1543577399.0741956
o,2,126859.0,1543577399.087905
o,3,190288.5,1543577399.0935447
p,1,190288.5,1543577399.2229733
p,2,126859.0,1543577399.2230353
p,3,190288.5,1543577399.2230506
o,1,362374.5,1543577400.0772882
o,2,241583.0,1543577400.0826635
o,3,362374.5,1543577400.085255
p,1,362374.5,1543577400.1543477
p,2,241583.0,1543577400.1543715
p,3,362374.5,1543577400.1543834
o,1,158058.0,1543577400.5807576
o,3,158058.0,1543577400.5866373
o,2,105372.0,1543577400.589683
p,1,158058.0,1543577400.6746209
p,2,105372.0,1543577400.6746585
p,3,158058.0,1543577400.674672
o,1,216133.5,1543577401.0836709
o,2,144089.0,1543577401.0904458
o,3,216133.5,1543577401.097871
c,2,144089.0,1543577401.1059365
c,3,216133.5,1543577401.2139335
c,1,216133.5,1543577401.5616322
o,3,149566.5,1543577401.5832138
o,2,99711.0,1543577401.5869393
o,1,146989.5,1543577401.5896316
p,1,146989.5,1543577401.6792214
p,2,99711.0,1543577401.6792474
p,3,149566.5,1543577401.6792603
o,2,140116.0,1543577402.0857067
o,1,212751.0,1543577402.0910597
o,3,210174.0,1543577402.0976565
o,3,225858.0,1543577402.5870407
o,2,150572.0,1543577402.5898929
o,1,225858.0,1543577402.594381
p,1,225858.0,1543577402.684518
p,2,150572.0,1543577402.684545
p,3,225858.0,1543577402.6845577
o,3,181930.5,1543577403.088946
o,1,181930.5,1543577403.0937574
o,2,121287.0,1543577403.0999017
p,1,181930.5,1543577403.1917427
p,2,121287.0,1543577403.1917708
p,3,181930.5,1543577403.1917825
o,3,172059.0,1543577403.590942
o,2,114706.0,1543577403.5968673
o,1,172059.0,1543577403.6009083
c,2,114706.0,1543577403.6142182
c,3,172059.0,1543577403.7199452
c,1,172059.0,1543577404.0660176
o,1,206320.5,1543577404.092261
o,2,137547.0,1543577404.0972736
o,3,206320.5,1543577404.1023524
p,1,206320.5,1543577404.198212
p,2,137547.0,1543577404.19824
p,3,206320.5,1543577404.1982534
o,1,184710.0,1543577404.5952728
o,2,123140.0,1543577404.6003246
o,3,184710.0,1543577404.6034799
o,3,168019.5,1543577405.0962849
o,1,168019.5,1543577405.0987623
o,2,112013.0,1543577405.1023262
p,1,168019.5,1543577405.2083602
p,2,112013.0,1543577405.208393
p,3,168019.5,1543577405.2084067
o,2,141285.0,1543577405.5965629
o,1,211927.5,1543577405.599446
o,3,211927.5,1543577405.6017532
p,1,211927.5,1543577405.714807
p,2,141285.0,1543577405.7148461
p,3,211927.5,1543577405.7148576
o,3,125566.5,1543577406.0983407
o,2,83711.0,1543577406.1028476
o,1,125566.5,1543577406.1061668
c,2,83711.0,1543577406.1191654
c,3,125566.5,1543577406.237139
c,1,125566.5,1543577406.5711696
o,1,192208.5,1543577406.6016455
o,2,130947.0,1543577406.6064627
o,3,196420.5,1543577406.6105285
p,1,192208.5,1543577406.727811
p,2,130947.0,1543577406.727838
p,3,196420.5,1543577406.7278507
o,3,182148.0,1543577407.100825
o,1,186360.0,1543577407.1064136
o,2,121432.0,1543577407.11371
o,1,178887.0,1543577407.6010146
o,2,119258.0,1543577407.6044214
o,3,178887.0,1543577407.60849
p,1,178887.0,1543577407.7322516
p,2,119258.0,1543577407.732271
p,3,178887.0,1543577407.7322793
o,3,115617.0,1543577408.1053514
o,1,115617.0,1543577408.108423
o,2,77078.0,1543577408.111741
p,1,115617.0,1543577408.2365363
p,2,77078.0,1543577408.2365644
p,3,115617.0,1543577408.2365782
o,1,197029.5,1543577408.6046484
o,2,131353.0,1543577408.6068258
o,3,197029.5,1543577408.610507
c,2,131353.0,1543577408.6245878
c,3,197029.5,1543577408.7434933
c,1,197029.5,1543577409.075999
o,3,111898.5,1543577409.1059256
o,1,111898.5,1543577409.108334
o,2,74599.0,1543577409.1107154
p,1,111898.5,1543577409.2556813
p,2,74599.0,1543577409.255709
p,3,111898.5,1543577409.2557216
o,3,319044.0,1543577410.1551223
o,1,319044.0,1543577410.1574488
o,2,212696.0,1543577410.1610358
p,1,319044.0,1543577410.24575
p,2,212696.0,1543577410.2457771
p,3,319044.0,1543577410.2457912
o,3,214420.5,1543577410.662287
o,2,142947.0,1543577410.6740403
o,1,214420.5,1543577410.6811807
p,1,214420.5,1543577410.766481
p,2,142947.0,1543577410.766507
p,3,214420.5,1543577410.76652
c,2,142947.0,1543577411.131116
o,1,120532.5,1543577411.158436
o,2,80355.0,1543577411.1610174
o,3,120532.5,1543577411.164142
c,3,120532.5,1543577411.2502873
c,1,120532.5,1543577411.583546
o,3,168433.5,1543577411.6709297
o,2,112289.0,1543577411.6758416
o,1,168433.5,1543577411.6842585
p,1,168433.5,1543577411.775732
p,2,112289.0,1543577411.7757633
p,3,168433.5,1543577411.7757773
o,1,185275.5,1543577412.1635036
o,2,123517.0,1543577412.167501
o,3,185275.5,1543577412.174546
p,1,185275.5,1543577412.2807896
p,2,123517.0,1543577412.2808168
p,3,185275.5,1543577412.28083
o,3,193518.0,1543577412.6669877
o,1,193518.0,1543577412.6698444
o,2,129012.0,1543577412.6750062
o,1,151213.5,1543577413.1650138
o,2,100809.0,1543577413.1721025
o,3,151213.5,1543577413.1762073
p,1,151213.5,1543577413.2844174
p,2,100809.0,1543577413.2844427
p,3,151213.5,1543577413.2844512
c,2,100809.0,1543577413.6359503
o,1,178069.5,1543577413.667221
o,2,118713.0,1543577413.6706254
o,3,178069.5,1543577413.6820073
c,3,178069.5,1543577413.77317
p,1,178069.5,1543577413.790207
p,2,118713.0,1543577413.7902365
p,3,178069.5,1543577413.790295
c,1,178069.5,1543577414.0898845
o,1,110616.0,1543577414.1688488
o,2,73744.0,1543577414.172116
o,3,110616.0,1543577414.1763463
o,1,177294.0,1543577414.6700606
o,2,118196.0,1543577414.6777868
o,3,177294.0,1543577414.6816075
p,1,177294.0,1543577414.7972193
p,2,118196.0,1543577414.797246
p,3,177294.0,1543577414.797258
o,1,172090.5,1543577415.171809
o,2,114727.0,1543577415.175429
o,3,172090.5,1543577415.177865
p,1,172090.5,1543577415.3030329
p,2,114727.0,1543577415.30328
p,3,172090.5,1543577415.3032954
o,1,206880.0,1543577415.6725094
o,3,206880.0,1543577415.6765027
o,2,137920.0,1543577415.6790044
c,2,137920.0,1543577416.1081834
o,1,189657.0,1543577416.141852
o,3,189657.0,1543577416.1503305
o,2,126438.0,1543577416.1746275
c,3,189657.0,1543577416.2486908
p,1,189657.0,1543577416.2795174
p,2,126438.0,1543577416.2795453
p,3,189657.0,1543577416.279558
c,1,189657.0,1543577416.5632787
o,1,115411.5,1543577416.6439972
o,2,76941.0,1543577416.6475742
o,3,115411.5,1543577416.6504295
p,1,115411.5,1543577416.783522
p,2,76941.0,1543577416.7836652
p,3,115411.5,1543577416.783736
o,1,68832.0,1543577417.1437917
o,3,68832.0,1543577417.1522381
o,2,45888.0,1543577417.1590426
o,1,135924.0,1543577417.6468668
o,3,135924.0,1543577417.649928
o,2,90616.0,1543577417.6570692
p,1,135924.0,1543577417.788457
p,2,90616.0,1543577417.788476
p,3,135924.0,1543577417.788484
o,1,129559.5,1543577418.1517394
o,2,86373.0,1543577418.1553
o,3,129559.5,1543577418.1607049
p,1,129559.5,1543577418.2922335
p,2,86373.0,1543577418.2922537
p,3,129559.5,1543577418.2922626
c,2,86373.0,1543577418.6127527
o,3,206311.5,1543577418.6561031
o,2,137541.0,1543577418.6601899
o,1,206311.5,1543577418.668137
c,3,206311.5,1543577418.7527726
c,1,206311.5,1543577419.067497
o,1,181650.0,1543577419.2012308
o,2,121100.0,1543577419.2150068
o,3,181650.0,1543577419.2291386
p,1,181650.0,1543577419.3115118
p,2,121100.0,1543577419.311534
p,3,181650.0,1543577419.3115427
o,2,285102.0,1543577420.251861
o,1,427653.0,1543577420.2554455
o,3,427653.0,1543577420.2587385
p,1,427653.0,1543577420.337715
p,2,285102.0,1543577420.3377397
p,3,427653.0,1543577420.337749
o,1,206527.5,1543577420.7477217
o,2,137685.0,1543577420.7513285
o,3,206527.5,1543577420.7541473
p,1,206527.5,1543577420.8467126
p,2,137685.0,1543577420.846734
p,3,206527.5,1543577420.846743
c,2,137685.0,1543577421.1203852
o,1,165423.0,1543577421.2491186
o,3,165423.0,1543577421.254157
o,2,110282.0,1543577421.2577922
c,3,165423.0,1543577421.2654386
c,1,165423.0,1543577421.5760486
o,1,153711.0,1543577421.749559
o,2,102474.0,1543577421.7610526
o,3,153711.0,1543577421.7648683
p,1,153711.0,1543577421.8515725
p,2,102474.0,1543577421.8515997
p,3,153711.0,1543577421.8516169
o,1,207925.5,1543577422.2509544
o,2,138617.0,1543577422.2569146
o,3,207925.5,1543577422.259628
p,1,207925.5,1543577422.3695114
p,2,138617.0,1543577422.3695393
p,3,207925.5,1543577422.3695529
o,1,168676.5,1543577422.7515678
o,3,168676.5,1543577422.7557688
o,2,112451.0,1543577422.759115
o,1,142806.0,1543577423.2530181
o,2,95204.0,1543577423.2561028
o,3,142806.0,1543577423.2590067
p,1,142806.0,1543577423.3758342
p,2,95204.0,1543577423.3758683
p,3,142806.0,1543577423.3758817
c,2,95204.0,1543577423.625795
o,1,118776.0,1543577423.7559738
o,3,118776.0,1543577423.7606225
o,2,79184.0,1543577423.7656662
c,3,118776.0,1543577423.7724562
p,1,118776.0,1543577423.8816588
p,2,79184.0,1543577423.8816874
p,3,118776.0,1543577423.8817005
c,1,118776.0,1543577424.0901127
o,1,90718.5,1543577424.2633443
o,2,60479.0,1543577424.2681222
o,3,90718.5,1543577424.271556
o,2,135820.0,1543577424.762768
